Id,SalePrice
2658,122023.0004958058
2718,165077.3338531827
2414,217723.2739495141
1989,99081.21404629116
625,171565.06153926539
333,98671.1845304651
1327,105603.002452842
858,133090.2212957183
95,183365.3584548501
1568,156009.7724222025
2482,158772.28120326376
1364,120322.32509331619
2584,158360.49277831975
818,314423.07427280734
2673,148630.00726105293
2089,142003.8762202669
1297,140793.865140459
790,125198.73354504397
2616,189736.8934857737
720,198804.5216486833
222,152094.3319363446
557,132076.63762621657
1148,195188.37650526868
2766,172133.6273954577
534,178005.55799645113
1452,115782.17343252432
630,142603.36626172744
2648,117381.52936677447
125,163522.12187572077
1904,67454.66193023617
1670,104683.43115912811
756,93348.68704141071
717,187751.43803602504
1032,148624.46740834246
852,205213.31214796635
1731,186477.0842319789
2639,94515.50665847948
2071,91505.80348995206
1267,126766.8858631479
1851,178982.86345651693
567,151964.41942212835
2439,211298.51844796652
1898,148925.8606617976
647,155101.38353112686
2256,212466.66924234072
979,103590.49803072981
1444,225447.26732034225
2485,119472.59260531949
157,134799.6528886704
88,127693.12218819505
2003,106273.33071376408
186,186931.65092948172
1425,246348.27128873437
2695,125588.97207011258
738,108373.26741473265
395,158123.48348146188
1353,159983.05716617638
1878,141329.6340445196
390,174235.98788728722
1456,239719.8581751957
1103,294508.55205262796
1387,134870.50119488448
2070,146963.62987354666
1199,175273.2419081613
2479,170047.74686100535
501,294260.9540277859
2362,97448.90993414407
1718,191119.2301273912
2188,84116.23626492212
1483,160095.19207469004
2557,96012.61542088696
437,353214.62565385195
2224,174747.5561970517
1628,187551.85714343915
397,135226.24020939498
587,190677.03686365398
971,157484.9644181593
2611,147903.4610052747
1887,111914.07586838209
2399,360604.5043682647
2148,201030.1835716689
304,124664.9956154578
1997,128386.04737956096
2817,136710.33990706402
1431,197877.3332404496
427,306568.32201567927
263,125809.13976498139
598,163798.94520885404
2895,219749.79635814278
687,151390.69888920995
1822,136328.43422607039
2191,105795.995612806
179,120909.25625800819
1009,220009.7600534059
2010,123090.40734460451
1991,135118.8744165094
1411,148108.30718993125
1721,236520.54573874967
1144,187275.649171685
593,224827.44704138412
575,281734.0253576997
1249,167864.40643773574
1604,128924.3604187654
1064,486192.1886806586
1923,153739.49109673497
1988,93868.173058865
2325,173072.39437179267
114,187496.6028624894
2700,167458.9958103245
217,119812.24170722552
343,173494.9937663208
386,225034.946935159
2005,120689.79471006023
2908,126925.39424226407
1814,229429.15270609074
2446,545799.1888230889
208,130656.76180550357
1679,116847.24640139916
822,333941.07505759306
6,188555.934679093
1781,377692.75375770224
2397,276271.3799618404
2340,305831.84380350006
1618,164552.7080157739
2843,115312.10111541724
1061,366568.1740253111
2786,124394.44931627726
1935,138516.84784033414
1341,129458.47962907953
521,257324.81670388437
2136,136446.28763588186
996,199278.83946429443
227,147365.88692810948
135,176169.83042089877
1167,161097.53544992732
294,219498.65835419757
1776,188022.7415078711
540,174155.2392787381
1717,190905.37208380367
2303,127744.24409058553
116,178135.32533540344
127,139499.4273284535
1371,139323.49103467347
1014,170428.5659587115
1507,111309.26847110875
702,120758.51791599696
750,137107.51173115082
261,151563.15388840038
1559,87884.50252778205
577,190259.2107412508
2812,200580.2132162173
2080,151953.4578342287
1368,109829.7149266776
2376,129876.55867015223
659,100013.05166138445
1235,128245.21537709821
332,92232.67995428962
1917,146767.85118050475
2094,256468.39706858527
1460,243124.29300351153
1471,206237.19160771358
1509,131055.66146343303
1922,129546.52111738168
433,506427.64216887316
460,272229.5111006112
1116,241161.6265854019
1137,168901.36313464638
53,179693.93189138538
2354,235703.95847006876
1475,192933.7141620929
1761,628456.7224588438
842,140598.2295972043
2739,167853.7074712725
2509,165072.80675792327
1007,211574.66620541288
2610,174099.21237097913
1952,96438.01870252687
2719,161346.17321377908
2921,96743.3687013785
1966,133271.60176063026
292,122076.17194874359
1204,192915.9684164637
1829,248295.85936218084
2419,192215.23936648705
391,158419.47168637463
798,127683.03003799876
481,214196.62577165285
193,176043.61642361744
555,130409.62864724413
899,81652.79680681051
2357,186288.76085792528
328,131804.24074194982
1356,121401.85045178683
1154,114207.64260512697
1730,180800.2830889745
2249,161739.58673183175
1119,263115.5761091448
2856,133605.1848011038
1394,133321.0109812559
2587,123070.41790445
61,303016.721701333
2661,186866.83257575534
2711,132076.5580298477
1147,180297.24214426096
757,142476.98049492337
2623,102349.54410915176
2378,157613.44365581984
1413,140523.5542060465
1722,232415.7812882476
1112,207686.93323733666
1623,191085.91114402423
1201,175679.04723493144
1513,100476.7931145842
957,402591.4489092157
1171,271868.747342646
1145,189489.11977583653
2726,207698.91212611226
703,154230.76728141418
760,83681.72990427901
1964,144617.1726151098
2512,182847.02573031027
159,154754.87697934563
1281,171533.2484674343
468,178686.83411957513
290,127014.47416161257
665,86284.37294927347
1463,251599.92484240484
1792,216380.48402462868
923,138312.55761286616
500,254450.3260240114
1408,150793.10319851906
331,90025.08244500995
170,123151.52679148373
2192,103252.79952966794
2571,302598.81616628106
2314,170762.642382714
2647,83368.73636752255
422,411254.1044656008
2457,323208.88364769745
1838,196326.13997382036
2805,241299.8005064968
1645,164734.31237531803
1711,293493.688638148
2825,240849.32222135048
322,351465.4529106101
2103,248791.31000427424
342,128988.95552433093
600,119334.33766051379
488,188092.30322584833
1725,308846.0179600523
2246,239191.43657036423
2847,167150.27318113577
806,245534.66235369543
530,209943.90666220602
963,183846.5067597236
2678,92501.3161809189
171,88686.94377277324
2401,415775.680418753
805,226128.5461629639
2259,197893.97192624578
1748,203046.3030583535
1361,126758.55345067738
1677,121318.05041152277
1406,154186.09823134553
2322,237164.02237606174
688,154819.06943075688
143,133536.8264895123
804,212552.20038051237
1214,163920.92916534824
2828,146871.65935019465
1999,171513.0966597856
2467,184581.78151606032
2665,149135.77732129098
1538,318663.8414368408
398,114105.60217083168
2822,136906.20549914218
2157,146726.2468199338
1856,176195.12992551693
1269,115025.26927927113
2570,119088.07533627909
2320,251784.00390074003
1517,122876.74375382504
2304,113014.02412745607
1312,104208.6337953916
2012,134077.5583448244
506,226780.63360133304
2865,181829.21166373606
2367,114675.68186569939
554,93331.30468911289
238,128097.06783041592
1954,118275.14970851815
2488,141849.8677822244
2291,103289.30292719457
1969,112699.615453817
2725,156170.6523854737
1482,154107.33036460532
2763,194390.1275552425
503,240898.765082807
1584,251616.77594262955
1531,160093.5346777935
2210,144138.6599535427
459,326565.850074761
556,123859.44017223966
1347,129958.8314092008
1290,88521.53947759992
1388,107638.2120553597
1571,294284.99760338105
2754,194155.22761399645
765,130244.39416641102
2494,122969.44935583022
2870,179491.00243121025
7,216529.56457589287
1114,240533.50062817647
2418,269020.73495875834
291,123881.39563814981
18,329614.62144531775
39,359442.82613587694
1001,253577.1451875337
2442,225227.79433997138
616,131432.11171822538
2680,66295.18044221732
1414,131570.60179861845
289,136554.45792031524
40,244872.65873910137
860,121619.96293087803
409,141880.9062091442
673,139243.37558703677
2427,186446.3732521105
2036,186032.3058201388
2564,142698.99690495053
642,148942.18301900447
1008,180564.73931775498
1908,138518.7050718157
2519,214546.0238900398
1369,91278.30185277497
2855,165675.523750471
712,92232.70592758662
1943,107536.771869101
1958,133787.63644553145
107,187604.91461586012
2295,185969.53640826442
704,84691.71071484263
676,128696.02395289697
259,176783.91035497107
93,289482.045857432
106,242677.3670125012
2315,177060.54474427298
1050,116919.71082092954
1095,218773.5213651262
2709,136706.15691275246
758,121222.86674046697
1496,160266.36660865587
2370,122024.92545188357
2458,266344.6900024097
2733,129831.47865191543
161,250801.35899608838
726,159859.9129387607
845,206155.7515749651
947,247615.96693033402
2232,95731.71885083294
2563,157466.18405063535
2299,109780.17631885357
211,94284.71162472278
605,160130.86373969095
1478,211750.9862601662
2247,245271.37036907012
2274,180961.95832776785
2869,175328.09571977553
967,211275.316314927
2656,109851.20005769821
667,196522.18199955925
1042,116102.21754305018
2023,149091.6986264384
2447,401406.42430165154
2055,138289.16240449474
2275,303576.26664408343
2204,171223.4163297445
1563,253679.30377990755
483,213903.62621643694
796,135449.16931433592
1526,158948.87167045742
2042,127889.74500278999
442,342676.7244680952
1693,316250.48090914113
1468,222777.51967492563
1430,190319.23698411183
2605,132809.0103337472
1529,210047.6767558601
335,131754.15183601706
1287,130787.8717846385
31,106333.8969166048
1785,265137.228106051
82,160786.57710046697
2620,116944.3886593553
252,196749.7323079502
721,78235.7654939853
2165,178865.36162946938
2316,190892.41933658245
775,131311.70605771185
1558,92752.78221005895
17,207850.0685050752
1022,202924.9743612664
925,131600.97050880044
438,273256.6706174138
1270,129697.96656014606
1272,119143.5252613362
215,139278.5362847673
266,227835.13692566444
2402,273271.98863679514
1250,123305.72691543953
1984,101419.29937143534
1279,135644.26164502412
377,230489.3097843567
1252,142799.01589339273
2156,259598.95081863934
499,316353.60866540164
1374,131497.23899113588
2898,220955.15832879045
401,110019.31275022203
2721,180227.11001816313
2078,218608.49860285746
2589,128340.15459171793
1946,208926.1974553875
1334,132959.530536354
2781,221404.80962495744
431,393872.81520545564
576,214285.7276582113
1474,209011.83130222678
2254,144661.77296325463
2155,292314.7560034693
885,110985.74742178177
643,140743.7783200485
1944,128156.32623921635
480,205232.8554469888
2845,90066.11613631778
2387,299107.99070273316
2407,209341.9145791571
2527,158404.6002436374
2514,167276.58721847512
629,170532.3787331979
80,202459.14181995
1876,136243.7001897211
1546,126918.88729842626
2518,167065.427730919
2347,163650.8118958833
783,204278.37286888075
1322,64362.34367521453
194,78903.4834873674
1770,278526.40180824976
2143,137839.81564959887
1229,206556.8725592113
511,265074.002337911
46,224828.72828255736
1348,163234.86002036155
2465,183751.31293244768
387,225913.68185977812
873,211318.14237790217
1918,131775.24784448755
2764,250847.21872016526
2184,134524.33439959056
934,149321.98469297556
1920,135149.01556913965
2631,150508.5472197411
1768,609726.2914707605
2040,110624.03282539331
1749,215357.07421001184
834,229749.35118061613
1457,225391.08818684466
79,133757.5321423124
2302,122058.74493628125
1817,133188.9141885991
2755,217121.27461125448
359,186054.08576316485
2059,119231.85223158906
2092,235763.1809184909
2516,222584.9895521783
150,116518.53955650178
1656,147167.22182634714
83,89925.81266305197
2411,181031.02363276956
795,82888.5515255481
2312,217794.84122426485
2917,107180.77575528885
1624,180450.91604337437
2215,278405.0238815295
1211,150414.09961433624
1485,160684.95606356888
1024,170894.7926367659
570,178197.136066975
2874,132672.55105200643
700,127547.85520398578
2756,197971.23269125362
2022,163090.52212057053
583,222810.53768106934
2392,371179.17956794606
2424,182215.2222769187
212,96843.91449712605
736,122407.22206031684
1610,166486.96973055325
890,119041.56908095583
467,182298.73090620135
578,229782.60277425684
1747,200163.86141458194
1149,163466.57411684457
2758,212399.69278583056
857,137314.2963558758
2219,249889.99938353678
733,103778.82577929358
2909,116571.19593059162
1798,243432.9411347108
235,127710.90663851296
2366,130569.28919916085
1027,129532.09322795983
1195,139841.19996536025
1303,61505.31786861868
148,175493.57550155796
608,148497.78976344827
2515,182819.65592592684
821,292593.90825984615
2500,266040.38186500483
745,104411.65980789081
741,118891.15897044452
1611,131005.99487897631
2532,123918.65978014779
1081,230934.84634496144
1692,414516.7565739695
2520,199090.5815332391
276,104332.70407620237
1992,120330.45795163738
663,57116.80960449134
418,138604.98717649965
1733,203263.82724557616
2359,145058.30140675895
253,185789.6077037116
1518,168640.1230394209
2035,131105.89786535612
2919,88773.97319903866
1540,236088.64592490965
2120,133613.91066084703
1674,173211.40858322816
256,150096.68560796173
2361,106656.13291432685
978,96657.98345066477
2280,157534.45818114877
2095,204875.76650915502
1709,319339.92110331974
2801,231108.1927878759
1246,125194.89413689786
2373,121893.46893517028
1055,268657.3347089361
2017,122974.75171504723
1099,256401.86066337544
1344,87689.51518933884
835,171316.4641537303
1117,204544.55405367407
2043,91716.82610859493
2085,125510.04344573023
410,156021.4372878274
2650,119917.72066241699
2867,173308.9041927417
1668,118542.52533596016
1161,170864.40823241914
2122,174140.4071599746
2539,132604.27370266663
1047,141705.27277951644
1445,126271.69014338091
541,126651.46249132579
569,187914.0233533347
1276,132061.3463760572
918,161358.8187243749
326,159397.80498496987
1936,130538.72123608366
895,103973.61703983878
257,140687.55857636587
1241,180848.8967129295
1545,118050.89522401578
1189,167332.22766042803
270,147139.73360699878
2066,191495.92932064043
693,119413.93813728316
1259,137433.63702302086
2916,149921.04918129146
2321,276087.0119573597
1977,83870.91143237604
1895,151374.28358086172
1240,165437.33108249799
85,146406.7330314218
1823,124000.68991641831
825,279739.7901366965
110,210759.67568836216
697,113952.94229092609
2297,104762.88833871011
1231,135617.11283373175
1355,125548.63613448301
968,332333.21578066086
584,206690.6419900782
1315,108884.8681863474
1606,138653.13467284976
206,106004.80797689295
1685,354899.96689304314
2016,130854.46196814223
869,201295.7122627747
2135,126395.85628162816
2346,182339.20360882935
2430,224396.62564680082
2198,93790.77743929907
2652,116393.57492630385
27,117746.66565538848
241,169711.93677330326
906,122582.13652515205
1506,112827.53901786782
2098,342420.9282430941
1435,223398.42542196604
2213,134003.19495115793
1274,142580.22448423525
743,53658.74559170854
1737,193983.02438425052
2797,282113.182934463
2185,78290.62219119737
58,187257.56231940276
830,196247.3989807299
808,134260.9384777359
680,152578.9547164956
1153,108585.29333509556
1291,119849.57829898778
1818,147845.78265611464
2161,190616.76572026423
1883,126039.87729699098
350,313563.32225315296
2473,140124.6036000138
295,169095.46111416587
293,193453.82632635915
859,138038.3936058772
288,75277.96224085984
1578,143852.53737330643
102,168118.22423122815
2831,159127.28925686385
1030,162269.0719293072
2551,137189.80615406585
1286,143614.31000074698
958,335027.11515941104
776,129683.26959576044
72,200319.29874343093
2263,261048.78455183923
1866,157293.73227185657
2876,74765.02474665605
2146,247597.5892448936
103,179470.70309650287
1500,150646.11494395102
492,184141.78452549898
167,133602.16395830462
2597,124204.11844248742
2685,110101.8474677462
1035,149027.1684108642
1220,73521.92840439104
2602,156271.9682235989
2159,208328.02238001907
695,126381.97066272746
1109,250462.4923666928
640,174395.60150941036
1652,152749.9706520607
2090,189833.2614414771
1188,174118.40231989598
2345,234287.25468493946
1059,412389.2971983785
2751,213662.50627638667
128,181672.09939807578
1523,190068.38677947104
2925,161493.83771115966
2145,270935.5566382897
1121,202096.12495917728
566,257651.74762058372
565,220904.17384017524
1331,135830.12796537796
2928,114350.70401850517
156,144156.41796063358
797,152527.1416148857
327,100204.7622918447
2859,149848.41550939632
1453,115942.49811372599
1762,324547.5888201078
1868,195379.4093031699
1760,184269.01782577008
1113,248086.94724910954
1812,181909.17597696892
117,153588.12997638583
1142,201779.88653478437
2342,375865.51414464816
927,137082.02804522798
2478,179976.84699938959
655,92388.50495418369
2064,127652.82958264025
369,235451.45522473808
2239,111423.31777115221
2732,210308.89720268277
1653,154071.56821327435
959,208001.06009899743
2395,337118.9552925268
1412,102601.10958737087
271,247762.4445412983
1484,154090.05916159452
1497,142088.57701017824
552,166204.41206463033
2,113176.25432656465
1855,251061.70844783753
4,247782.60183571477
2292,162916.3604553465
134,133438.61163898633
646,111696.79089465117
42,313253.10248648684
532,208239.4802847971
713,95182.07200545914
2561,134537.78814573848
2360,139592.62523454567
1333,123718.65614428735
1407,212306.1437902254
2892,280438.4727534691
574,220525.1311838242
1227,174204.10134671346
2591,201774.46233860299
1476,205165.98886760394
1125,242428.54358948956
1446,124449.62377293732
408,112372.84180601763
1101,296682.037218219
2251,175187.4279984605
