Id,SalePrice
2658,97540.45344502592
2718,159278.72089619157
2414,210619.2705070918
1989,108232.50341628004
625,174636.5667670159
333,93401.84574554747
1327,109414.56433087827
858,143537.27536392712
95,180630.62727320235
1568,165623.7653480236
2482,156424.82297191492
1364,121977.59719499678
2584,151558.5909855085
818,303436.3265653662
2673,130834.08297048142
2089,122120.47072079532
1297,146739.34221095656
790,116258.12105996389
2616,194077.0760290653
720,176625.42577169303
222,155498.64854178348
557,127725.92499852915
1148,197815.69207932948
2766,165790.50441966794
534,176565.21911138526
1452,123539.43185551971
630,123612.1940511099
2648,108689.84489235112
125,163738.99835462705
1904,63563.061536153386
1670,112447.3666830512
756,96404.13525633897
717,180665.21443065692
1032,156363.3176066576
852,208060.3031167779
1731,175035.48713030817
2639,109023.81128492321
2071,97029.37038271203
1267,118212.82240251852
1851,184375.07509226826
567,161498.5196306993
2439,204833.58222712541
1898,150282.62714097998
647,122958.90150415534
2256,209722.67585365186
979,93746.64776760181
1444,217253.0341445041
2485,125400.12141631555
157,138173.14253158693
88,128550.60793355033
2003,108373.57424130198
186,178925.871559505
1425,232195.16671782313
2695,128392.87240788797
738,105226.31910541425
395,158594.99451969334
1353,165396.57305031255
1878,134488.94788084968
390,163007.5912496941
1456,232584.36781428094
1103,315619.32506571035
1387,132861.5745239539
2070,140510.41298874657
1199,172889.81879847232
2479,173059.9394148241
501,291892.7924691198
2362,101396.81061051755
1718,186017.72454580636
2188,91238.83421070887
1483,154223.32493335506
2557,90812.17259140781
437,369619.5146979182
2224,196115.63753165072
1628,169626.64629078153
397,141438.91105853367
587,189031.08816179482
971,129502.14441399057
2611,130885.83273006375
1887,101558.57241789956
2399,365418.96863503463
2148,194865.8386166821
304,116731.29838277434
1997,127282.726799752
2817,116776.79935552803
1431,194543.84546828174
427,343734.243636622
263,127458.57999752766
598,162234.34951857015
2895,219965.49909268884
687,136780.98532390993
1822,138173.51598667403
2191,104799.71272240237
179,124105.79560343715
1009,195693.553845969
2010,131498.31384954898
1991,140792.57289801922
1411,174672.70173473356
1721,217594.72846482563
1144,187517.4952027016
593,215791.2307242237
575,309968.6266143894
1249,149023.1407257777
1604,124517.48036480919
1064,554074.8078328252
1923,157382.76848098807
1988,110394.53026392517
2325,171243.73397509105
114,200218.80516065247
2700,174290.1298332791
217,126703.42794065225
343,170659.65258805684
386,222260.34786813124
2005,116222.35826791449
2908,142257.60377341154
1814,237256.413684462
2446,614536.66664822
208,136084.8532888373
1679,110203.29456248938
822,332634.5003087802
6,194813.83454136932
1781,404150.14202990587
2397,269806.80416594126
2340,297163.1915499549
1618,174703.42007405
2843,127406.19121908714
1061,369637.4179993327
2786,133325.02446654558
1935,134210.0817577848
1341,117034.93989887374
521,262493.9587745138
2136,134937.38913696472
996,206313.8013039092
227,148905.7509416918
135,162559.81450457344
1167,162018.2073137487
294,242122.8268523311
1776,203463.19582966366
540,154623.37175601965
1717,188892.0080032654
2303,132958.84690581833
116,180541.23133818572
127,134641.56184812012
1371,136594.08580841604
1014,148788.0600474836
1507,109601.21749214445
702,115805.14353645947
750,139282.46539920315
261,154528.8477776235
1559,63786.41029948944
577,211120.35790169975
2812,194675.46776109101
2080,153236.20452548534
1368,114742.44031420902
2376,125766.03812172207
659,102479.14314746726
1235,137595.38083894935
332,83057.86224237678
1917,141644.92798830484
2094,262520.1450665405
1460,252834.78325126765
1471,212551.5920661005
1509,126259.31689046454
1922,135727.61918440164
433,559311.7770492731
460,251772.63807458596
1116,233049.91367203568
1137,158985.26464791386
53,168422.48603880018
2354,265463.90095939947
1475,191177.85218087313
1761,803057.9627715272
842,144135.92989999696
2739,170430.9658627027
2509,153108.5317277133
1007,194153.99830358062
2610,183199.64334874932
1952,94884.47786082646
2719,161959.79405081988
2921,85398.76352595568
1966,147516.4464095781
292,111134.82618223957
